,Name,Nationality,National_Position,National_Kit,Club,Club_Position,Club_Kit,Rating,Height,Weight,Age,Preffered_Position,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Speed,Finishing,Penalties
3803,Magnus Wolff Eikrem,Norway,0,0.0,Malmö FF,RM,10.0,72,184,69,26,RM/CM,4,3,73,69,43,61,48,35,65,69,44,65,67,61
3804,Darío Cvitanich,Argentina,0,0.0,Banfield,ST,20.0,72,174,72,32,ST,3,3,72,71,29,33,28,70,71,76,31,70,70,76
3805,Dean Marney,England,0,0.0,Burnley,Sub,8.0,72,183,72,33,CM,3,2,68,70,68,69,66,83,69,59,74,66,65,56
3806,Bradley Johnson,England,0,0.0,Derby County,LDM,15.0,72,178,68,29,CDM/LM,2,3,72,66,61,67,70,90,69,71,73,66,70,72
3807,Erdal Kılıçaslan,Germany,0,0.0,Osmanlıspor,Sub,11.0,72,172,77,32,LM/CAM,4,3,76,74,22,32,39,45,65,67,22,75,70,71
3808,Espen Ruud,Norway,0,0.0,Odds BK,RB,2.0,72,184,76,33,RB,3,2,67,61,69,67,68,71,75,58,71,68,45,62
3809,Dmitriy Torbinskiy,Russia,0,0.0,FC Krasnodar,Sub,5.0,72,172,60,32,CM/CDM,3,3,73,70,68,69,67,83,72,68,64,79,64,71
3810,Manu Del Moral,Spain,0,0.0,CD Numancia,ST,7.0,72,185,77,33,ST/RM/CAM,4,4,74,72,35,25,35,28,59,71,28,67,79,80
3811,Iván Alonso,Uruguay,0,0.0,River Plate,Sub,19.0,72,180,78,37,ST,3,2,74,62,12,14,11,76,77,78,23,53,72,72
3812,Susaeta,Spain,0,0.0,Real Oviedo,RM,7.0,72,178,74,32,RM,3,3,76,72,38,36,46,59,59,65,53,66,66,75
3813,Seoane,Spain,0,0.0,CD Lugo,LDM,8.0,72,179,75,34,CDM,3,2,74,49,69,59,73,78,65,69,75,60,29,53
3814,Dorca,Spain,0,0.0,Elche CF,RDM,23.0,72,182,77,34,CDM/CAM,3,2,70,58,64,59,72,80,67,51,73,39,56,51
3815,Bruno Saltor,Spain,0,0.0,Brighton,RB,2.0,72,178,75,36,RB,3,2,70,64,72,74,75,77,75,57,76,61,32,45
3816,Leandro Greco,Italy,0,0.0,Bari,CM,10.0,72,184,75,30,CM/CDM,2,2,73,66,63,63,69,74,72,64,73,65,52,58
3817,Sercan Yıldırım,Turkey,0,0.0,Bursaspor,Sub,9.0,72,182,71,26,RM/LM,3,3,74,72,16,20,22,77,71,70,31,86,66,72
3818,Bekir İrtegün,Turkey,0,0.0,Medipol Başakşehir,Sub,14.0,72,184,78,32,CB/RB,3,2,59,58,73,71,74,75,70,45,70,63,44,52
3819,Serdar Kurtuluş,Turkey,0,0.0,Bursaspor,Res,2.0,72,186,79,29,RB,3,2,67,64,74,70,73,72,70,62,73,69,40,40
3820,Mariano Pavone,Argentina,0,0.0,Vélez Sarsfield,LS,9.0,72,181,81,34,ST,3,2,70,57,22,21,27,77,66,75,22,53,76,74
3821,Diego Colotto,Argentina,0,0.0,Quilmes,RCB,19.0,72,184,83,36,CB,3,2,60,57,75,68,72,73,69,46,74,51,48,55
3822,Jonathan Bottinelli,Argentina,0,0.0,Sarandí,LCB,6.0,72,180,79,32,CB,3,2,58,49,73,64,72,81,76,17,71,49,35,41
3823,Javi Guerra,Spain,0,0.0,Rayo Vallecano,ST,24.0,72,178,76,35,ST,3,3,71,68,35,46,36,59,65,75,34,66,73,80
3824,Alan Hutton,Scotland,0,0.0,Aston Villa,Sub,21.0,72,185,73,32,RB,3,2,68,66,71,75,71,87,67,66,71,74,41,49
3825,David Nugent,England,0,0.0,Derby County,ST,28.0,72,180,81,31,ST/CAM,3,3,72,73,22,22,23,34,72,72,35,71,73,82
3826,Omar Pérez,Argentina,0,0.0,Ind. Santa Fe,Sub,10.0,72,180,82,36,CAM,3,3,77,72,46,48,49,58,73,70,56,41,59,63
3827,Almen Abdi,Switzerland,0,0.0,Sheffield Wed,Sub,7.0,72,180,75,30,CM/LM,4,3,76,73,52,57,60,74,73,69,48,67,63,66
3828,Toño,Spain,0,0.0,Rayo Vallecano,Res,13.0,72,182,81,37,GK,3,1,20,22,12,14,12,37,67,15,28,54,14,24
3829,Gonçalo Brandão,Portugal,0,0.0,Estoril Praia,Sub,28.0,72,182,76,30,CB,2,2,58,53,76,68,71,75,65,39,76,49,25,55
3830,Brett Holman,Australia,0,0.0,Brisbane Roar,CAM,10.0,72,177,75,33,CAM/CM,4,3,71,72,44,48,53,78,73,74,60,72,65,66
3831,Kevin Stuhr-Ellegaard,Denmark,0,0.0,IF Elfsborg,GK,1.0,72,196,93,33,GK,2,1,23,14,12,12,14,36,67,14,24,43,12,14
3832,Michael Turner,England,0,0.0,Norwich,Res,26.0,72,193,90,33,CB,2,2,61,36,72,69,72,81,64,22,73,34,36,52
3833,Jan-Ingwer Callsen-Bracker,Germany,0,0.0,FC Augsburg,Res,18.0,72,188,88,32,CB,3,2,62,42,73,71,72,76,71,34,67,53,27,65
3834,Giulio Migliaccio,Italy,0,0.0,Atalanta,Sub,8.0,72,180,81,35,CM/CDM,3,2,72,64,64,70,74,78,74,66,78,55,52,44
3835,Killian Overmeire,Belgium,0,0.0,Sport. Lokeren,Res,7.0,72,188,84,31,CDM/CM,4,2,71,57,60,69,69,74,68,64,74,76,42,48
3836,Michael Liendl,Austria,0,0.0,1860 München,Sub,10.0,72,175,74,31,CAM/CM/RM,3,3,74,68,41,53,49,56,69,64,55,54,68,82
3837,Steve Sidwell,England,0,0.0,Brighton,Sub,14.0,72,178,80,34,CM/CDM,4,3,70,66,70,65,71,80,74,70,73,53,67,68
3838,Paul McShane,Republic of Ireland,0,0.0,Reading,RCB,5.0,72,183,81,31,CB,4,2,66,39,72,71,72,82,62,36,69,52,29,41
3839,Merter Yüce,Turkey,0,0.0,Bursaspor,RDM,7.0,72,192,84,32,CDM/CM,3,2,76,64,70,66,74,69,73,52,75,52,40,30
3840,Giandomenico Mesto,Italy,0,0.0,Panathinaikos,Sub,27.0,72,180,73,34,RB/RWB,3,3,73,65,66,71,72,77,70,73,63,74,58,52
3841,Hugo Campagnaro,Argentina,0,0.0,Pescara,RCB,14.0,72,181,85,36,CB/RB,3,2,60,60,74,72,72,70,64,38,72,55,28,38
3842,Christian Schulz,Germany,0,0.0,SK Sturm Graz,LCB,20.0,72,185,80,33,CB,4,2,60,53,69,70,71,74,73,45,74,55,31,61
3843,Fabio Coltorti,Switzerland,0,0.0,RB Leipzig,Sub,1.0,72,197,95,36,GK,3,1,24,12,11,13,12,37,64,15,22,41,19,14
3844,Christian Bermúdez,Mexico,0,0.0,Chiapas,Sub,6.0,72,160,61,29,LM/CAM,4,3,74,75,19,23,18,40,69,67,45,82,65,66
3845,Thibault Giresse,France,0,0.0,EA Guingamp,Sub,26.0,72,172,65,35,LM,3,3,78,72,41,23,31,54,70,81,34,54,66,77
3846,David Navarro,Spain,0,0.0,AD Alcorcón,LCB,3.0,72,188,82,36,CB,3,2,53,45,76,68,72,85,63,39,72,35,39,48
3847,Duda,Portugal,0,0.0,Málaga CF,Sub,17.0,72,175,71,36,CAM/RM,3,3,73,72,60,58,59,67,64,71,43,32,69,72
3848,Pelegrín,Spain,0,0.0,Elche CF,RCB,18.0,72,185,77,37,CB,3,2,58,39,73,62,72,80,63,28,70,54,15,43
3849,Hamit Altıntop,Turkey,0,0.0,SV Darmstadt,LDM,34.0,72,183,82,34,CDM/RM,3,3,73,72,64,66,72,76,77,65,70,53,62,71
3850,Fahid Ben Khalfallah,Tunisia,0,0.0,Melb. Victory,LW,14.0,72,170,72,34,LW/RW,3,3,77,80,36,30,33,71,63,65,43,72,66,69
3851,Davide Brivio,Italy,0,0.0,Genoa,Sub,28.0,72,185,82,29,LB,3,2,61,53,75,76,78,77,71,42,74,68,38,45
3852,Gianluca Pegolo,Italy,0,0.0,Sassuolo,Sub,79.0,72,183,76,36,GK,1,1,20,11,12,11,12,33,70,12,20,42,18,13
3853,Peter Niemeyer,Germany,0,0.0,SV Darmstadt,RCB,18.0,72,191,83,33,CDM/CB,3,2,57,35,73,76,77,83,75,31,78,34,28,57
3854,Alou Diarra,France,0,0.0,AS Nancy,CDM,5.0,72,190,79,35,CDM/CM,3,2,74,63,67,70,73,75,71,55,75,49,51,63
3855,Alaeddine Yahia,Tunisia,0,0.0,SM Caen,CB,5.0,72,187,81,35,CB,3,2,52,41,72,69,73,74,65,31,65,46,40,51
3856,Angelo Palombo,Italy,0,0.0,Sampdoria,Sub,17.0,72,177,77,35,CM/CDM,3,2,73,67,68,66,72,68,73,68,73,55,45,66
3857,Cristian Ledesma,Italy,0,0.0,Terni,RCM,27.0,72,180,78,34,CDM/CM,4,2,79,74,53,61,63,74,78,66,71,54,53,80
3858,Tim Cahill,Australia,Sub,4.0,Melbourne City,CAM,17.0,72,178,75,37,CAM/CM,3,3,65,61,41,48,42,88,80,78,48,61,68,67
3859,Julián Speroni,Argentina,0,0.0,Crystal Palace,Res,1.0,72,186,87,37,GK,3,1,14,12,12,15,12,21,68,8,17,43,13,22
3860,Olivier Deschacht,Belgium,0,0.0,RSC Anderlecht,Sub,3.0,72,187,81,36,CB/LB,2,2,62,47,72,71,74,70,67,47,80,54,38,36
3861,Abdou Kader Mangane,Senegal,0,0.0,RC Strasbourg,Sub,12.0,72,193,90,34,CB/CDM,2,2,55,45,71,66,71,81,64,44,69,47,46,55
3862,Tobias Hysén,Sweden,0,0.0,IFK Göteborg,LS,10.0,72,178,83,35,ST,3,2,62,64,30,26,28,64,78,80,25,78,76,62
3863,Nils-Eric Johansson,Sweden,0,0.0,AIK,LCB,4.0,72,187,88,37,CB,2,2,59,54,74,66,70,82,67,37,68,41,22,36
3864,Benoît Pedretti,France,0,0.0,AS Nancy,LCM,25.0,72,178,72,36,CDM/CM,4,2,73,66,67,61,68,74,68,61,73,40,65,75
3865,Lionel Mathis,France,0,0.0,AJ Auxerre,LCM,5.0,72,174,72,35,CDM/CM,3,2,68,55,69,69,71,81,79,41,78,42,41,46
3866,Johan Wiland,Sweden,0,0.0,Malmö FF,GK,1.0,72,188,78,36,GK,2,1,24,12,9,13,8,33,69,14,28,29,11,15
3867,Andreas Isaksson,Sweden,0,0.0,Djurgårdens IF,GK,1.0,72,200,86,35,GK,2,1,15,11,17,20,19,32,65,13,19,42,19,25
3868,Rickie Lambert,England,0,0.0,Cardiff City,Sub,19.0,72,188,77,35,ST,4,2,75,62,30,19,26,76,70,77,32,34,75,96
3869,Scott Parker,England,0,0.0,Fulham,Sub,8.0,72,175,69,36,CDM/CM,3,2,72,68,74,71,73,79,70,64,71,46,57,71
3870,Gustavo Blanco Leschuk,Argentina,0,0.0,Shakhtar Donetsk,Sub,99.0,71,190,85,25,ST,3,3,60,63,23,17,24,48,69,81,24,67,67,56
3871,Vinícius,Hungary,CB,23.0,Free Agents,Res,99.0,71,184,76,27,CB,2,2,51,33,74,71,75,71,72,31,69,72,32,42
3872,Matej Mitrović,Croatia,0,0.0,Beşiktaş,Sub,2.0,71,187,85,23,CB,3,2,64,59,69,65,72,76,66,44,65,63,44,60
3873,Jiří Pavlenka,Czech Republic,Sub,23.0,Free Agents,Res,99.0,73,196,81,24,GK,3,1,19,12,6,14,10,22,58,14,13,15,16,18
3874,Jaromír Zmrhal,Czech Republic,Sub,7.0,Free Agents,Res,99.0,74,189,79,23,LM/RM,2,3,72,75,63,59,66,57,67,71,58,83,69,53
3875,Jan Sýkora,Czech Republic,LDM,18.0,Free Agents,Res,99.0,71,170,64,23,CM/LM/CDM,3,3,74,76,63,67,68,81,66,58,68,77,56,53
3876,Túlio Sandoiro,Brazil,0,0.0,Fluminense,ST,11.0,71,186,82,33,ST,3,3,75,74,30,36,33,60,73,65,37,62,71,70
3877,Marlion Rolim,Brazil,0,0.0,Sport,RAM,8.0,71,175,70,25,CAM,3,3,73,64,57,46,52,60,75,74,65,71,70,55
3878,Martin Cordeia,Brazil,0,0.0,Chapecoense,CAM,9.0,71,181,76,33,CAM/CM,3,3,75,67,21,30,35,40,71,66,45,53,64,75
3879,Marlion Simões,Brazil,0,0.0,A. Minas G.,Sub,13.0,71,180,75,25,LB/CM,4,3,66,72,57,71,66,64,73,62,73,86,50,55
3880,Enzo Merques,Brazil,0,0.0,Joinville,LB,5.0,71,187,76,33,LB,4,3,75,74,57,69,68,82,77,69,64,77,57,62
3881,Alam Lindeiro,Brazil,0,0.0,Santos,Sub,18.0,71,181,70,33,LB,3,3,73,66,62,71,60,49,77,50,77,69,41,59
3882,Mateo García,Argentina,0,0.0,UD Las Palmas,Sub,19.0,71,169,65,20,LM/RM,3,4,74,78,22,20,25,33,66,62,21,67,73,54
3883,Álvaro Jiménez,Spain,0,0.0,Getafe CF,RM,23.0,71,176,62,21,RM,3,3,72,77,50,32,39,57,59,69,48,81,60,49
3884,Lazar Rosić,Serbia,0,0.0,SC Braga,LCB,3.0,71,190,83,23,CB,3,2,52,45,65,68,76,71,68,31,67,67,23,47
3885,Yevhen Shakhov,Ukraine,0,0.0,PAOK,Sub,28.0,71,187,80,26,CAM/CM,4,3,73,72,60,59,60,67,66,66,53,73,70,48
3886,David Terans,Uruguay,0,0.0,Wanderers,LM,10.0,71,176,73,22,LM/CAM,3,3,74,74,28,38,35,49,59,61,20,80,60,57
3887,Ramón Folch,Spain,0,0.0,CF Reus Deportiu,RDM,8.0,71,182,78,27,CDM/CM,3,3,65,62,64,65,66,68,71,59,68,54,48,57
3888,Perdigão,Brazil,0,0.0,Chaves,RW,10.0,71,180,70,25,RW,3,3,72,74,20,26,30,58,65,67,20,73,68,61
3889,Jony Reitosa,Brazil,0,0.0,Criciúma,RB,2.0,71,176,74,25,RB,2,3,62,48,73,75,72,85,78,49,62,76,32,36
3890,Vágner Corraldo,Brazil,0,0.0,Goiás,LB,5.0,71,175,70,29,LB,3,3,69,66,66,72,68,64,71,63,73,74,48,55
3891,Eduardo Fonseira,Brazil,0,0.0,Goiás,GK,1.0,71,191,87,29,GK,3,1,9,8,8,12,14,15,62,9,11,37,6,16
3892,Nathael Silbeira,Brazil,0,0.0,Criciúma,GK,1.0,71,188,83,33,GK,2,1,22,24,13,13,25,23,78,4,17,16,19,21
3893,Ramadan Sobhi,Egypt,Sub,14.0,Stoke City,Sub,32.0,71,183,72,19,LW/LM,4,4,75,74,43,46,44,54,55,71,33,77,60,65
3894,Amr Warda,Egypt,LM,22.0,PAOK,CAM,7.0,71,176,70,23,RM/CAM,4,3,71,76,31,21,30,33,58,61,18,78,60,63
3895,Gaku Shibasaki,Japan,0,0.0,CD Tenerife,Sub,20.0,71,175,62,24,CM/RM,3,3,74,71,62,59,62,60,73,62,66,72,69,71
3896,Gen Shoji,Japan,0,0.0,Kashima Antlers,LCB,3.0,71,182,74,24,CB,3,2,56,34,73,68,75,71,56,29,68,66,29,32
3897,Yuki Kobayashi,Japan,0,0.0,SC Heerenveen,LCM,21.0,71,182,72,24,CM/CDM,3,3,78,72,49,42,40,42,72,59,55,67,58,58
3898,Kosei Shibasaki,Japan,0,0.0,Sanfrecce Hiroshima,LF,30.0,71,176,65,32,CAM/CF,3,3,71,70,34,39,41,48,68,69,43,65,63,48
3899,Takuma Asano,Japan,0,0.0,VfB Stuttgart,LCM,11.0,71,173,71,22,LM/CM,4,3,73,74,13,16,20,42,74,66,22,93,63,63
3900,Sebastián Bertoli,Argentina,0,0.0,Patronato,GK,1.0,71,185,81,39,GK,2,1,20,14,8,11,13,33,64,7,11,33,19,72
3901,Carlos Ponck,Cape Verde,0,0.0,Chaves,RCB,26.0,71,183,84,22,CB/CDM,2,2,61,59,73,74,76,65,63,45,72,63,35,49
3902,Luka Jović,Serbia,0,0.0,SL Benfica,Res,35.0,71,181,75,19,ST,4,3,76,74,21,16,26,52,76,68,23,77,68,60
3903,Dimitris Chatziisaias,Greece,0,0.0,PAOK,Sub,5.0,71,193,77,24,CB,2,2,58,39,72,71,74,78,60,36,66,60,30,40
3904,Santiago Ascacibar,Argentina,0,0.0,Estudiantes,LDM,5.0,71,168,68,20,CDM,3,2,55,57,65,80,78,64,63,28,83,68,37,48
3905,Collins Fai,Cameroon,RB,19.0,Standard Liège,RB,32.0,71,162,72,24,RB/LB,3,2,65,63,68,71,70,78,65,58,66,81,22,34
3906,Marko Grujić,Serbia,0,0.0,Liverpool,Sub,16.0,71,191,82,20,CM/CAM,3,2,72,67,66,71,73,75,64,72,71,75,70,57
3907,Amine Harit,France,0,0.0,FC Nantes,Sub,14.0,71,179,66,19,CAM/LM,3,4,73,80,29,29,36,42,55,63,22,70,53,52
3908,Giorgi Aburjania,Georgia,0,0.0,Sevilla Atlét.,Sub,23.0,71,187,78,22,CDM/CM,5,3,71,71,61,62,70,69,71,62,73,66,53,49
3909,Kim Dong Joon,Korea Republic,0,0.0,Seongnam FC,GK,31.0,71,188,74,22,GK,2,1,18,13,19,23,15,32,66,18,19,42,17,18
3910,Carlos Muñoz,Chile,0,0.0,CA Talleres,ST,16.0,71,173,67,27,ST,3,3,74,69,15,18,18,70,63,70,44,83,68,80
3911,Denis Tkachuk,Russia,0,0.0,Rubin Kazan,LM,31.0,71,177,74,27,LM,3,3,68,72,35,29,32,53,70,67,39,81,71,64
3912,Jaime Carreño,Chile,0,0.0,Uni. Católica,Sub,8.0,71,166,65,20,CM/CDM,3,3,77,71,71,65,70,58,68,65,55,74,60,62
3913,Arnold Issoko,DR Congo,0,0.0,V. Setúbal,RB,7.0,71,185,79,24,RM/RB,3,3,70,73,32,25,29,69,70,67,31,93,66,59
3914,Hugo Rubiães,Brazil,0,0.0,Grêmio,LDM,7.0,71,175,75,33,CDM/RB,3,2,71,67,67,76,74,67,72,58,76,64,55,53
3915,Nascimentardo,Brazil,0,0.0,Botafogo,Sub,17.0,71,170,66,29,CAM/CF,2,4,75,73,41,37,44,39,65,64,42,81,64,74
3916,Paulao Junqueiras,Brazil,0,0.0,Grêmio,Sub,13.0,71,193,96,29,ST,4,3,67,63,20,21,19,58,52,76,22,41,77,71
3917,Paulolettinho,Brazil,0,0.0,Santos,RAM,8.0,71,181,80,33,CAM/RW,3,4,71,75,21,27,26,31,66,66,45,81,61,45
3918,Tiago Pombeira,Brazil,0,0.0,Palmeiras,LAM,9.0,71,173,65,29,CAM,3,4,70,74,28,29,33,37,69,66,36,76,61,69
3919,Vieiraldo Junior,Brazil,0,0.0,Fluminense,Sub,13.0,71,180,79,25,CDM/LB,3,2,70,67,71,70,77,78,70,58,68,68,30,40
3920,Luis Couprins,Brazil,0,0.0,Botafogo,CDM,6.0,71,177,72,29,CDM,3,2,60,58,63,63,71,79,64,54,77,74,57,62
3921,Sandelas Júnior,Brazil,0,0.0,Vitória,LDM,8.0,71,183,78,25,CDM,3,2,67,61,66,65,72,76,71,43,74,63,46,54
3922,Natinho Mestres,Brazil,0,0.0,Goiás,Sub,14.0,71,185,86,25,CB,3,2,49,44,77,74,75,59,71,31,62,44,37,52
3923,Barbosaldinho,Brazil,0,0.0,Sport,LCB,4.0,71,186,82,29,CB/RB,3,2,52,22,75,70,75,75,75,23,77,51,23,48
3924,Alexandre Frandeira,Brazil,0,0.0,Atlético Mineiro,LDM,7.0,71,192,85,29,CB/CDM,1,2,57,45,68,67,71,84,56,36,68,51,36,43
3925,Nuno Padrenda,Brazil,0,0.0,Avaí,Sub,15.0,71,186,81,25,CB/RB,3,2,65,53,68,71,73,72,59,39,76,67,40,42
3926,Tony Muttinho,Brazil,0,0.0,Santa Cruz,Sub,16.0,71,183,80,33,RB/RM,3,3,67,61,71,72,73,65,67,59,66,73,45,61
3927,Tramontinaldo,Brazil,0,0.0,Grêmio,RB,2.0,71,175,71,33,RB/RM,3,2,72,61,72,75,77,54,71,51,54,71,45,63
3928,Edsinho Torres,Brazil,0,0.0,Palmeiras,Sub,18.0,71,178,77,33,LB,3,3,75,48,74,77,68,75,65,55,57,76,48,70
3929,Wiliam Santinho,Brazil,0,0.0,Vitória,Sub,12.0,71,195,91,33,GK,2,1,21,9,11,12,13,44,61,23,31,34,8,23
3930,André Milazisco,Brazil,0,0.0,Internacional,Sub,12.0,71,188,85,33,GK,1,1,21,8,9,8,9,36,71,30,34,35,7,23
3931,Josué da Feira,Brazil,0,0.0,Grêmio,ST,11.0,71,177,71,25,ST,3,3,77,68,23,20,23,49,59,69,22,68,75,67
3932,Eltildo Bessa,Brazil,0,0.0,Chapecoense,ST,11.0,71,165,62,33,ST/LW,3,4,75,73,28,29,25,42,82,77,26,85,71,59
3933,Heltinho Melo,Brazil,0,0.0,Vasco da Gama,RAM,8.0,71,174,68,33,CAM/RB,3,4,71,75,52,49,58,46,65,74,58,80,58,71
3934,Adeilson Gesser,Brazil,0,0.0,Atlético Mineiro,RAM,8.0,71,175,70,25,CAM,2,3,74,68,44,34,49,34,76,70,47,88,62,66
3935,Alex das Freitas,Brazil,0,0.0,A. Minas G.,LDM,8.0,71,172,76,29,CDM/CM,3,2,68,63,68,75,72,69,68,40,76,64,49,60
3936,Heitor Gesse,Brazil,0,0.0,Atlético Mineiro,LB,5.0,71,178,69,33,LB,2,2,64,61,66,69,62,72,72,61,71,81,48,56
3937,Assane Dioussé,Senegal,0,0.0,Empoli,CDM,8.0,71,175,68,19,CDM/CM,3,3,76,73,62,68,70,68,66,50,68,69,33,56
3938,Saif Al Hashan,Kuwait,0,0.0,Al Shabab,Res,10.0,71,176,69,27,CAM,3,3,70,69,25,30,30,63,62,66,29,82,66,60
3939,Jordi Calavera,Spain,0,0.0,CD Lugo,RB,23.0,71,178,67,21,RB,3,2,73,72,56,67,65,71,66,61,68,84,40,51
3940,Milan Gajić,Serbia,0,0.0,Giron. Bordeaux,Sub,2.0,72,178,75,21,RB,3,2,69,70,73,71,74,83,70,66,72,71,61,47
3941,Rade Krunic,Bosnia Herzegovina,0,0.0,Empoli,RCM,33.0,71,184,74,23,CM,3,4,78,76,40,51,57,54,66,64,41,69,50,58
3942,Tiago Mesquita,Portugal,0,0.0,Boavista,Sub,28.0,71,180,74,26,RB,2,2,71,65,70,70,72,80,78,48,68,68,35,41
3943,Marco Baixinho,Portugal,0,0.0,Paços Ferreira,LCB,2.0,71,187,80,27,CB/CDM,3,2,55,42,70,70,72,75,62,31,72,63,23,41
3944,Campillo,Spain,0,0.0,CD Lugo,CAM,10.0,71,176,70,26,CAM/ST,3,3,74,69,55,46,59,59,65,64,68,67,73,68
3945,Alexandr Zhirov,Russia,0,0.0,Anzhi Makhachkala,Sub,5.0,71,193,88,26,CB,3,2,33,45,66,67,72,78,65,29,74,54,26,42
3946,Denis Zakaria,Switzerland,0,0.0,BSC Young Boys,Sub,28.0,71,191,76,20,CM/CDM,4,2,76,72,70,61,69,80,64,58,75,75,32,39
3947,Alejandro Camargo,Argentina,0,0.0,Uni. Concepción,LCM,6.0,71,175,68,27,CDM/CM,3,2,72,59,74,49,72,74,65,54,66,71,35,57
3948,Robert Herrera,Uruguay,0,0.0,Puebla,Sub,2.0,71,185,83,28,CB,3,2,43,47,63,72,74,78,63,32,70,73,35,59
3949,Sakıb Aytaç,Turkey,0,0.0,Antalyaspor,LB,23.0,71,187,85,25,LB/CB,3,2,68,70,73,70,71,66,65,69,71,72,42,55
3950,Zeki Yıldırım,Turkey,0,0.0,Antalyaspor,LDM,7.0,71,180,75,26,CDM,3,2,67,66,73,70,73,75,60,62,75,71,54,48
3951,Dion Cools,Belgium,0,0.0,Club Brugge,Sub,21.0,71,184,81,20,LB/RB,4,2,69,67,68,73,72,72,66,68,62,74,48,45
3952,Bruno Valdez,Paraguay,0,0.0,América,RWB,18.0,71,180,79,24,CB/RB,3,2,62,47,72,72,73,62,64,51,72,72,32,48
3953,Robin Lod,Finland,RM,7.0,Panathinaikos,CAM,17.0,71,180,76,23,CAM/CF,4,2,73,68,41,42,44,56,64,68,49,68,67,61
3954,Almamy Touré,Mali,0,0.0,AS Monaco,Sub,38.0,71,183,72,20,RB,3,2,68,68,73,73,74,59,67,60,67,75,60,40
3955,Lucas Tagliapietra,Brazil,0,0.0,Boavista,LCB,3.0,71,194,90,26,CB,3,2,46,39,71,64,72,71,56,24,74,56,23,36
3956,André Franck Zambo Anguissa,Cameroon,0,0.0,Olym. Marseille,Sub,29.0,71,184,75,21,CM/CDM,2,2,68,69,58,61,71,73,72,63,72,73,46,59
3957,Ignacio Malcorra,Argentina,0,0.0,Tijuana,LM,10.0,71,170,70,29,LM/CM,4,2,70,72,40,37,48,45,67,61,39,77,62,70
3958,Nik Omladič,Slovenia,0,0.0,Braunschweig,Sub,12.0,71,180,72,27,RM/CM,3,3,73,75,44,52,53,56,64,66,44,76,52,61
3959,Takumi Minamino,Japan,0,0.0,RB Salzburg,LS,18.0,71,174,67,22,RM/LW,4,3,75,74,35,32,37,58,61,67,47,75,71,59
3960,Ricardo Valente,Portugal,0,0.0,Paços Ferreira,LW,91.0,71,181,76,25,LW/ST,4,3,70,72,22,15,16,74,68,74,12,78,71,60
3961,Roger Assalé,Ivory Coast,0,0.0,BSC Young Boys,Sub,17.0,71,167,65,23,LW/LM,3,3,77,76,23,26,35,36,75,64,21,80,70,54
3962,Jesús Gallardo,Mexico,Sub,17.0,U.N.A.M.,LM,17.0,71,176,68,22,LM,2,2,68,77,52,54,56,32,67,69,55,77,67,65
3963,Benjamin Verbič,Slovenia,LM,21.0,FC København,Sub,7.0,71,179,75,23,RM/LM,3,3,73,73,32,33,34,71,51,72,32,81,68,63
3964,Cecilio Domínguez,Paraguay,LS,6.0,América,Sub,10.0,71,178,74,22,RW/LW,3,3,72,73,28,32,33,53,69,71,43,74,66,71
3965,Marlos Moreno,Colombia,0,0.0,RC Deportivo,Sub,9.0,71,173,67,20,LM/ST,3,4,69,76,19,29,27,38,67,69,19,88,64,51
3966,Leonardo Suárez,Argentina,0,0.0,Villarreal CF,Sub,49.0,71,167,63,21,CAM,3,3,73,81,19,11,22,36,58,55,15,70,68,62
3967,Adama Traoré,Mali,0,0.0,Rio Ave,Res,23.0,71,180,72,21,CM/CAM,3,2,75,75,63,59,62,68,69,64,69,72,52,53
3968,Rachid Aït Atmane,Algeria,0,0.0,CD Tenerife,Sub,8.0,71,189,79,24,CDM/CM,3,2,73,55,60,64,69,57,67,58,74,54,46,41
3969,Mimoun Mahi,Netherlands,0,0.0,FC Groningen,RS,14.0,71,181,69,23,CF/LW,4,4,77,80,33,34,30,56,61,64,44,77,70,50
3970,Mamadou Sylla,Senegal,0,0.0,KAS Eupen,ST,20.0,71,184,71,23,ST,4,3,71,73,27,37,42,62,66,64,36,78,72,70
3971,Thabo Rakhale,South Africa,0,0.0,Orlando Pirates,RM,25.0,71,174,61,27,RW/CAM,3,5,73,81,19,28,40,45,55,69,22,76,61,55
3972,Kevin Diks,Netherlands,0,0.0,Vitesse,RB,17.0,71,183,73,20,RB,3,2,67,64,71,73,71,70,64,55,72,77,23,42
3973,Gian Marco Ferrari,Italy,0,0.0,Crotone,LCB,13.0,71,189,82,24,CB,3,2,50,33,76,70,74,65,66,15,68,34,12,28
3974,Arnaud Lusamba,France,0,0.0,OGC Nice,Sub,8.0,71,179,67,20,CAM/RM,3,2,76,77,60,55,66,47,60,71,57,75,63,44
3975,Rafael Defendi,Brazil,0,0.0,Paços Ferreira,GK,1.0,71,191,88,33,GK,2,1,24,11,14,14,18,26,61,18,25,41,10,14
3976,Andrézinho,Portugal,0,0.0,Paços Ferreira,Sub,20.0,71,174,62,21,CAM/CM,4,3,74,72,42,51,56,59,74,66,59,72,56,60
3977,Philipe Sampaio,Brazil,0,0.0,Boavista,RCB,94.0,71,191,89,22,CB,2,2,45,30,69,68,74,68,71,28,73,45,26,42
